1	1348	0
2	1348	0
3	1348	0
5	1330	0
5	1348	0
6	1330	0
6	1348	0
6	1373	0
7	1330	0
8	1330	0
9	1365	0
10	1214	0
10	1359	0
10	1365	0
12	1359	0
14	1214	0
14	1359	0
15	1330	0
15	1353	0
15	1359	0
16	1330	0
16	1348	0
16	1353	0
16	1359	0
17	1348	0
17	1353	0
17	1359	0
18	1265	0
18	1330	0
18	1348	0
18	1353	0
18	1359	0
19	1265	0
19	1330	0
19	1348	0
19	1353	0
19	1359	0
20	1265	0
20	1330	0
20	1348	0
20	1353	0
20	1359	0
21	1265	0
21	1330	0
21	1353	0
21	1359	0
22	1265	0
22	1330	0
22	1353	0
22	1359	0
23	1265	0
23	1353	0
23	1359	0
24	1265	0
24	1330	0
24	1348	0
24	1353	0
24	1359	0
25	1265	0
25	1330	0
25	1353	0
26	1265	0
26	1348	0
26	1359	0
27	1265	0
27	1330	0
27	1348	0
27	1353	0
27	1359	0
28	1330	0
28	1348	0
28	1353	0
28	1359	0
29	1265	0
29	1330	0
29	1359	0
30	1348	0
30	1353	0
30	1359	0
33	1275	0
34	1275	0
35	1359	0
36	1265	0
36	1330	0
36	1348	0
36	1353	0
36	1359	0
40	1348	0
41	1214	0
41	1359	0
42	1359	0
43	1359	0
44	1214	0
44	1359	0
45	1214	0
45	1359	0
46	1214	0
48	1348	0
49	1348	0
50	1348	0
51	1348	0
53	1348	0
54	1348	0
55	1330	0
56	1330	0
57	1330	0
58	1330	0
59	1330	0
63	1330	0
64	1330	0
65	1330	0
66	1348	0
75	1330	0
76	1348	0
77	1348	0
78	1348	0
79	1348	0
80	1348	0
81	1348	0
82	1348	0
85	1271	0
85	1333	0
86	1210	0
86	1330	0
87	1372	0
88	1275	0
90	1348	0
92	1348	0
93	1271	0
94	1353	0
95	1353	0
96	1339	0
98	1339	0
99	1339	0
100	1271	0
101	1353	0
102	1353	0
105	1330	0
107	1228	0
109	1312	0
109	1348	0
110	1228	0
110	1312	0
110	1348	0
112	1271	0
112	1330	0
113	1271	0
113	1330	0
114	1330	0
115	1330	0
116	1359	0
117	1359	0
118	1359	0
120	1330	0
121	1330	0
122	1265	0
122	1330	0
122	1348	0
122	1359	0
123	1265	0
123	1330	0
123	1348	0
123	1359	0
124	1330	0
124	1348	0
124	1353	0
124	1359	0
125	1265	0
125	1330	0
125	1348	0
125	1353	0
125	1359	0
126	1265	0
126	1348	0
126	1353	0
126	1359	0
